학교명,시도,행정구,학교급,설립,지역규모,위도,경도,학생수,교원수,정규교원수,기간제교원수,직원수,교원1인당학생수,학생1인당교지면적,기간제비율,정규교원비율,직원당학생수,학생수_log,교지면적_log,cluster,cluster_type,최종유형,과밀score,소멸score,교원밀도_norm,기간제score,과밀등급,소멸등급,기간제등급,과밀target,소멸target,기간제target
서울월계초등학교,서울,노원구,초등학교,공립,특별/광역시,37.62762424,127.0501876,295.0,24.0,23.0,1.0,18.0,12.3,37.0,0.041666666666666664,0.9583333333333334,16.38888888888889,5.69035945432406,3.6375861597263857,3,초과밀형,과밀형,7.390526315789473,0.02168918918918919,0.45801526717557256,0.16657124681933844,일반,일반,일반,0,0,0
서울월곡초등학교,서울,성북구,초등학교,공립,특별/광역시,37.61002442,127.046081,302.0,35.0,34.0,1.0,18.0,8.6,63.0,0.02857142857142857,0.9714285714285714,16.77777777777778,5.713732805509369,4.1588830833596715,3,초과밀형,과밀형,5.166249999999999,0.015539053905390537,0.31679389312977096,0.11503816793893129,일반,일반,일반,0,0,0
서울월정초등학교,서울,강서구,초등학교,공립,특별/광역시,37.53499419,126.8362936,802.0,61.0,55.0,6.0,26.0,13.1,13.3,0.09836065573770492,0.9016393442622951,30.846153846153847,6.688354713946762,2.6602595372658615,1,소멸위험형,소멸위험형,7.887972027972028,0.008687181135258909,0.48854961832061067,0.2154173445125766,일반,일반,일반,0,0,0
서울월천초등학교,서울,도봉구,초등학교,공립,특별/광역시,37.64804738,127.0517539,330.0,29.0,29.0,0.0,20.0,11.4,35.2,0.0,1.0,16.5,5.802118375377063,3.5890591188317256,3,초과밀형,과밀형,6.851049723756906,0.018177240684793556,0.42366412213740456,0.12709923664122136,일반,일반,일반,0,0,0
서울월촌초등학교,서울,양천구,초등학교,공립,특별/광역시,37.54069543,126.876258,1027.0,68.0,67.0,1.0,21.0,15.1,11.7,0.014705882352941176,0.9852941176470589,48.904761904761905,6.93537044601511,2.5416019934645457,1,소멸위험형,소멸위험형,9.091496062992125,0.0077327581345514014,0.5648854961832062,0.17975976650202066,일반,일반,일반,0,0,0
서울웹툰애니메이션고등학교,서울,서초구,고등학교,공립,특별/광역시,37.46972182,126.9883284,121.0,36.0,24.0,12.0,19.0,3.4,115.4,0.3333333333333333,0.6666666666666666,6.368421052631579,4.804021044733257,4.757032535297338,2,일반형,일반형,2.0434364261168385,0.01761187416925122,0.11832061068702289,0.2688295165394402,일반,일반,일반,0,0,0
서울위례별초등학교,서울,송파구,초등학교,공립,특별/광역시,37.47908713,127.1450416,1624.0,106.0,106.0,0.0,32.0,15.3,7.3,0.0,1.0,50.75,7.393263094763838,2.1162555148025524,1,소멸위험형,소멸위험형,9.228192771084338,0.004980589503953989,0.5725190839694657,0.1717557251908397,일반,일반,일반,0,0,0
서울위례솔초등학교,서울,송파구,초등학교,공립,특별/광역시,37.48701307,127.1505867,973.0,72.0,68.0,4.0,23.0,13.5,10.6,0.05555555555555555,0.9444444444444444,42.30434782608695,6.881411303642535,2.451005098112319,1,소멸위험형,소멸위험형,8.13448275862069,0.007362662091080419,0.5038167938931298,0.19003392705682784,일반,일반,일반,0,0,0
서울유현초등학교,서울,강북구,초등학교,공립,특별/광역시,37.63234717,127.011421,284.0,26.0,26.0,0.0,14.0,10.9,37.4,0.0,1.0,20.285714285714285,5.652489180268651,3.648057459593681,3,초과밀형,과밀형,6.550416666666667,0.020272904483430797,0.40458015267175573,0.12137404580152672,일반,일반,일반,0,0,0
서울윤중초등학교,서울,영등포구,초등학교,공립,특별/광역시,37.51964164,126.9225908,464.0,36.0,34.0,2.0,18.0,12.9,23.6,0.05555555555555555,0.9444444444444444,25.77777777777778,6.142037405587356,3.202746442938317,3,초과밀형,과밀형,7.7562601626016265,0.014588782330717816,0.48091603053435117,0.18316369804919425,일반,일반,일반,0,0,0
서울율현초등학교,서울,강남구,초등학교,공립,특별/광역시,37.47451551,127.1082848,898.0,76.0,74.0,2.0,24.0,11.8,12.4,0.02631578947368421,0.9736842105263158,37.416666666666664,6.80128303447162,2.5952547069568657,1,소멸위험형,소멸위험형,7.109850746268656,0.00704968001964665,0.4389312977099237,0.15010044194455605,일반,일반,일반,0,0,0
서울은로초등학교,서울,동작구,초등학교,공립,특별/광역시,37.50314888,126.9599535,913.0,57.0,55.0,2.0,21.0,16.0,23.6,0.03508771929824561,0.9649122807017544,43.476190476190474,6.81783057145415,3.202746442938317,1,소멸위험형,소멸위험형,9.616260162601625,0.00916773560703237,0.5992366412213741,0.20433239587518415,일반,일반,일반,0,0,0
서울은명초등학교,서울,은평구,초등학교,공립,특별/광역시,37.59769681,126.9182757,1147.0,80.0,75.0,5.0,26.0,14.3,10.4,0.0625,0.9375,44.11538461538461,7.045776576879511,2.4336133554004498,1,소멸위험형,소멸위험형,8.615087719298245,0.00660837957585925,0.534351145038168,0.20405534351145038,일반,일반,일반,0,0,0
서울은빛초등학교,서울,은평구,초등학교,공립,특별/광역시,37.64153447,126.921856,532.0,45.0,42.0,3.0,24.0,11.8,18.4,0.06666666666666667,0.9333333333333333,22.166666666666668,6.278521424165844,2.9652730660692823,3,초과밀형,과밀형,7.100618556701031,0.011807651521331267,0.4389312977099237,0.17834605597964376,일반,일반,일반,0,0,0
서울은정초등학교,서울,양천구,초등학교,공립,특별/광역시,37.51112797,126.8670434,303.0,28.0,28.0,0.0,16.0,10.8,33.2,0.0,1.0,18.9375,5.717027701406222,3.5322256440685598,3,초과밀형,과밀형,6.491695906432749,0.01888611615245009,0.40076335877862596,0.12022900763358778,일반,일반,일반,0,0,0
서울은진초등학교,서울,은평구,초등학교,공립,특별/광역시,37.63303012,126.920996,561.0,42.0,42.0,0.0,20.0,13.4,19.1,0.0,1.0,28.05,6.331501849893691,3.0007198150650303,1,소멸위험형,소멸위험형,8.059900497512437,0.012517586692046678,0.5000000000000001,0.15000000000000002,일반,일반,일반,0,0,0
서울은천초등학교,서울,관악구,초등학교,공립,특별/광역시,37.4865852,126.9426791,838.0,60.0,57.0,3.0,30.0,14.0,13.7,0.05,0.95,27.933333333333334,6.732210706467206,2.6878474937846906,1,소멸위험형,소멸위험형,8.427210884353741,0.008792668868090428,0.5229007633587787,0.1918702290076336,일반,일반,일반,0,0,0
서울은평초등학교,서울,은평구,초등학교,공립,특별/광역시,37.60230404,126.9340336,920.0,67.0,63.0,4.0,24.0,13.7,15.3,0.05970149253731343,0.9402985074626866,38.333333333333336,6.825460036255307,2.791165107812717,1,소멸위험형,소멸위험형,8.244539877300612,0.00789582934150859,0.5114503816793894,0.1952261592799362,일반,일반,일반,0,0,0
서울을지초등학교,서울,노원구,초등학교,공립,특별/광역시,37.65058885,127.0730918,1474.0,82.0,80.0,2.0,25.0,18.0,7.4,0.024390243902439025,0.975609756097561,58.96,7.29641326877392,2.128231705849268,1,소멸위험형,소멸위험형,10.847619047619046,0.0063630794363896265,0.6755725190839695,0.21974492645689817,TOP3,일반,일반,1,0,0
서울응암초등학교,서울,은평구,초등학교,공립,특별/광역시,37.58875319,126.9216161,851.0,63.0,60.0,3.0,27.0,13.5,18.9,0.047619047619047616,0.9523809523809523,31.51851851851852,6.747586526829315,2.990719731730447,1,소멸위험형,소멸위험형,8.120100502512562,0.008399354460093897,0.5038167938931298,0.18447837150127228,일반,일반,일반,0,0,0
서울의료보건고등학교,서울,중구,고등학교,사립,특별/광역시,37.55729809,126.9667727,264.0,33.0,9.0,24.0,12.0,8.0,17.3,0.7272727272727273,0.2727272727272727,22.0,5.579729825986222,2.9069010598473755,3,초과밀형,과밀형,4.821857923497268,0.016592674805771365,0.29389312977099236,0.5972588480222067,일반,일반,TOP1,0,0,1
서울이문초등학교,서울,동대문구,초등학교,공립,특별/광역시,37.60189649,127.064885,694.0,52.0,48.0,4.0,22.0,13.3,22.5,0.07692307692307693,0.9230769230769231,31.545454545454547,6.543911845564792,3.1570004211501135,1,소멸위험형,소멸위험형,7.997021276595745,0.010153386724582597,0.4961832061068702,0.20270111567821492,일반,일반,일반,0,0,0
서울이수초등학교,서울,서초구,초등학교,공립,특별/광역시,37.47837133,126.9844171,506.0,45.0,40.0,5.0,15.0,11.2,26.0,0.1111111111111111,0.8888888888888888,33.733333333333334,6.2285110035911835,3.295836866004329,3,초과밀형,과밀형,6.734814814814815,0.011855758511276905,0.416030534351145,0.20258693808312128,일반,일반,일반,0,0,0
서울이태원초등학교,서울,용산구,초등학교,공립,특별/광역시,37.53647771,126.9876727,223.0,28.0,27.0,1.0,17.0,8.0,51.3,0.03571428571428571,0.9642857142857143,13.117647058823529,5.4116460518550396,3.9569963710708773,2,일반형,일반형,4.807648183556405,0.019473522167487683,0.29389312977099236,0.1131679389312977,일반,일반,일반,0,0,0
서울인공지능고등학교,서울,송파구,고등학교,공립,특별/광역시,37.49175309,127.1423309,296.0,61.0,54.0,7.0,18.0,4.9,55.0,0.11475409836065574,0.8852459016393442,16.444444444444443,5.6937321388027,4.02535169073515,2,일반형,일반형,2.947142857142857,0.00974801781253394,0.17557251908396948,0.13299962457764986,일반,일반,일반,0,0,0
서울인수초등학교,서울,강북구,초등학교,공립,특별/광역시,37.64305053,127.0091358,636.0,44.0,44.0,0.0,24.0,14.5,22.4,0.0,1.0,26.5,6.456769655572163,3.152736022363656,1,소멸위험형,소멸위험형,8.717094017094016,0.01189604046746904,0.5419847328244275,0.16259541984732825,일반,일반,일반,0,0,0
서울인왕초등학교,서울,서대문구,초등학교,공립,특별/광역시,37.59023007,126.9448045,514.0,41.0,40.0,1.0,22.0,12.5,23.1,0.024390243902439025,0.975609756097561,23.363636363636363,6.244166900663736,3.1822118404966093,3,초과밀형,과밀형,7.516597510373444,0.012875635691169672,0.46564885496183206,0.15676782722025692,일반,일반,일반,0,0,0
서울인헌초등학교,서울,관악구,초등학교,공립,특별/광역시,37.47675499,126.9598639,749.0,55.0,54.0,1.0,23.0,13.6,27.5,0.01818181818181818,0.9818181818181818,32.56521739130435,6.620073206530356,3.349904087274605,1,소멸위험형,소멸위험형,8.174035087719298,0.009595238095238094,0.5076335877862596,0.16501734906315058,일반,일반,일반,0,0,0
서울일신초등학교,서울,성북구,초등학교,공립,특별/광역시,37.59881357,127.0401072,679.0,51.0,50.0,1.0,19.0,13.3,9.8,0.0196078431372549,0.9803921568627451,35.73684210526316,6.522092798170152,2.379546134130174,1,소멸위험형,소멸위험형,8.017037037037037,0.010350678733031676,0.4961832061068702,0.1625804520281395,일반,일반,일반,0,0,0
서울일원초등학교,서울,강남구,초등학교,공립,특별/광역시,37.48978808,127.0763669,1381.0,76.0,72.0,4.0,20.0,18.2,10.0,0.05263157894736842,0.9473684210526315,69.05,7.231287004327616,2.3978952727983707,1,소멸위험형,소멸위험형,10.956363636363637,0.006855300994230083,0.6832061068702291,0.24180393732422661,TOP3,일반,일반,1,0,0
서울자곡초등학교,서울,강남구,초등학교,공립,특별/광역시,37.47219072,127.0996665,600.0,44.0,43.0,1.0,22.0,13.6,16.8,0.022727272727272728,0.9772727272727273,27.272727272727273,6.398594934535208,2.8791984572980396,1,소멸위험형,소멸위험형,8.18247191011236,0.011943057866518765,0.5076335877862596,0.16819916724496875,일반,일반,일반,0,0,0
서울자양초등학교,서울,광진구,초등학교,공립,특별/광역시,37.53698824,127.0797396,395.0,31.0,30.0,1.0,20.0,12.7,22.4,0.03225806451612903,0.967741935483871,19.75,5.981414211254481,3.152736022363656,3,초과밀형,과밀형,7.637094017094016,0.016887626262626264,0.47328244274809156,0.1645653779857178,일반,일반,일반,0,0,0
서울자운초등학교,서울,도봉구,초등학교,공립,특별/광역시,37.65801094,127.0466811,587.0,40.0,40.0,0.0,19.0,14.7,19.7,0.0,1.0,30.894736842105264,6.376726947898627,3.0301337002713233,1,소멸위험형,소멸위험형,8.839323671497583,0.013045462087273934,0.549618320610687,0.1648854961832061,일반,일반,일반,0,0,0
서울잠동초등학교,서울,송파구,초등학교,공립,특별/광역시,37.51833846,127.099931,823.0,56.0,54.0,2.0,17.0,14.7,12.0,0.03571428571428571,0.9642857142857143,48.411764705882355,6.714170529909472,2.5649493574615367,1,소멸위험형,소멸위험형,8.85076923076923,0.009378725941066257,0.549618320610687,0.1898854961832061,일반,일반,일반,0,0,0
서울잠신초등학교,서울,송파구,초등학교,공립,특별/광역시,37.51411407,127.0879435,1416.0,83.0,81.0,2.0,22.0,17.1,8.2,0.024096385542168676,0.9759036144578314,64.36363636363636,7.256297239690681,2.2192034840549946,1,소멸위험형,소멸위험형,10.303478260869564,0.006305239103404241,0.6412213740458016,0.20923388209325855,TOP3,일반,일반,1,0,0
서울잠실초등학교,서울,송파구,초등학교,공립,특별/광역시,37.52010753,127.1113114,920.0,74.0,70.0,4.0,19.0,12.4,5.4,0.05405405405405406,0.9459459459459459,48.421052631578945,6.825460036255307,1.8562979903656263,1,소멸위험형,소멸위험형,7.5024999999999995,0.0072095548317046695,0.4618320610687023,0.17638745615844853,일반,일반,일반,0,0,0
서울잠원초등학교,서울,서초구,초등학교,공립,특별/광역시,37.501859,126.9980966,1881.0,97.0,91.0,6.0,25.0,19.4,7.7,0.061855670103092786,0.9381443298969072,75.24,7.540090320145325,2.163323025660538,1,소멸위험형,소멸위험형,11.685977011494252,0.005367715630354161,0.7290076335877863,0.2620012591485008,TOP1,일반,일반,1,0,0
서울잠일초등학교,서울,송파구,초등학교,공립,특별/광역시,37.51474166,127.0816362,1638.0,97.0,90.0,7.0,27.0,16.9,6.5,0.07216494845360824,0.9278350515463918,60.666666666666664,7.40184157874383,2.0149030205422647,1,소멸위험형,소멸위험형,10.193333333333332,0.005407104879779855,0.633587786259542,0.24059179979538836,TOP5,일반,일반,1,0,0
서울잠전초등학교,서울,송파구,초등학교,공립,특별/광역시,37.50733791,127.0838499,477.0,43.0,41.0,2.0,20.0,11.1,29.0,0.046511627906976744,0.9534883720930233,23.85,6.169610732491456,3.4011973816621555,3,초과밀형,과밀형,6.673333333333333,0.012409661468238874,0.41221374045801523,0.15622226167228828,일반,일반,일반,0,0,0
서울잠현초등학교,서울,송파구,초등학교,공립,특별/광역시,37.52258587,127.1047786,834.0,50.0,47.0,3.0,17.0,16.7,8.6,0.06,0.94,49.05882352941177,6.727431724850855,2.2617630984737906,1,소멸위험형,소멸위험형,10.061666666666666,0.010402723963837032,0.6259541984732825,0.22978625954198473,TOP5,일반,일반,1,0,0
서울장곡초등학교,서울,성북구,초등학교,공립,특별/광역시,37.61683137,127.0481552,830.0,64.0,61.0,3.0,23.0,13.0,8.7,0.046875,0.953125,36.08695652173913,6.7226297948554485,2.272125885509337,1,소멸위험형,소멸위험형,7.8412371134020615,0.008293992409515876,0.4847328244274809,0.17823234732824425,일반,일반,일반,0,0,0
서울장수초등학교,서울,양천구,초등학교,공립,특별/광역시,37.5129972,126.8451597,315.0,31.0,30.0,1.0,18.0,10.2,28.1,0.03225806451612903,0.967741935483871,17.5,5.755742213586912,3.370738174177447,3,초과밀형,과밀형,6.133745704467353,0.01720727848101266,0.3778625954198473,0.1359394237872445,일반,일반,일반,0,0,0
서울장안초등학교,서울,광진구,초등학교,공립,특별/광역시,37.54987645,127.0724025,501.0,47.0,46.0,1.0,20.0,10.7,30.2,0.02127659574468085,0.9787234042553191,25.05,6.218600119691729,3.4404180948154366,3,초과밀형,과밀형,6.432820512820512,0.011412682602921647,0.3969465648854961,0.13397758648692543,일반,일반,일반,0,0,0
서울장월초등학교,서울,성북구,초등학교,공립,특별/광역시,37.62194109,127.0471628,641.0,41.0,41.0,0.0,21.0,15.6,6.8,0.0,1.0,30.523809523809526,6.464588303689961,2.0541237336955462,1,소멸위험형,소멸위험형,9.41128205128205,0.012683578104138851,0.583969465648855,0.17519083969465649,일반,일반,일반,0,0,0
서울장위초등학교,서울,성북구,초등학교,공립,특별/광역시,37.61144251,127.0500064,379.0,35.0,34.0,1.0,20.0,10.8,41.7,0.02857142857142857,0.9714285714285714,18.95,5.940171252720432,3.754198920234579,3,초과밀형,과밀형,6.4893676814988295,0.0152046783625731,0.40076335877862596,0.14022900763358778,일반,일반,일반,0,0,0
서울장충초등학교,서울,중구,초등학교,공립,특별/광역시,37.55991095,127.0117048,328.0,38.0,36.0,2.0,14.0,8.6,35.4,0.05263157894736842,0.9473684210526315,23.428571428571427,5.796057750765372,3.594568774642695,3,초과밀형,과밀형,5.17098901098901,0.014340269659418595,0.31679389312977096,0.13188027320208917,일반,일반,일반,0,0,0
서울장평초등학교,서울,동대문구,초등학교,공립,특별/광역시,37.57399502,127.073891,1080.0,70.0,66.0,4.0,26.0,15.4,12.5,0.05714285714285714,0.9428571428571428,41.53846153846154,6.985641817639208,2.6026896854443837,1,소멸위험형,소멸위험형,9.26962962962963,0.007504788211228518,0.5763358778625954,0.2129007633587786,일반,일반,일반,0,0,0
서울재동초등학교,서울,종로구,초등학교,공립,특별/광역시,37.58002991,126.9851778,164.0,19.0,18.0,1.0,13.0,8.6,51.8,0.05263157894736842,0.9473684210526315,12.615384615384615,5.10594547390058,3.966511190712216,2,일반형,일반형,5.167575757575757,0.02803030303030303,0.31679389312977096,0.13188027320208917,일반,일반,일반,0,0,0
서울전곡초등학교,서울,동대문구,초등학교,공립,특별/광역시,37.58070429,127.0560124,257.0,25.0,25.0,0.0,19.0,10.3,43.9,0.0,1.0,13.526315789473685,5.552959584921617,3.8044377947482086,3,초과밀형,과밀형,6.18890868596882,0.021168753726893263,0.3816793893129771,0.11450381679389313,일반,일반,일반,0,0,0
서울전농초등학교,서울,동대문구,초등학교,공립,특별/광역시,37.57473031,127.0543331,1210.0,75.0,71.0,4.0,23.0,16.1,7.9,0.05333333333333334,0.9466666666666667,52.608695652173914,7.099201743553092,2.186051276738094,1,소멸위험형,소멸위험형,9.704943820224718,0.006991829284193141,0.6030534351145039,0.2182493638676845,일반,일반,일반,0,0,0
서울전동초등학교,서울,동대문구,초등학교,공립,특별/광역시,37.57908329,127.0608053,606.0,54.0,50.0,4.0,19.0,11.2,25.6,0.07407407407407407,0.9259259259259259,31.894736842105264,6.408528791059498,3.2809112157876537,3,초과밀형,과밀형,6.735037593984962,0.009914632319904148,0.416030534351145,0.17666101215719535,일반,일반,일반,0,0,0
서울정곡초등학교,서울,강서구,초등학교,공립,특별/광역시,37.57695491,126.8189328,134.0,19.0,17.0,2.0,14.0,7.1,93.1,0.10526315789473684,0.8947368421052632,9.571428571428571,4.90527477843843,4.544358046591334,2,일반형,일반형,4.264250797024442,0.028703703703703703,0.2595419847328244,0.1515468059461631,일반,일반,일반,0,0,0
서울정덕초등학교,서울,성북구,초등학교,공립,특별/광역시,37.59823995,127.0134213,901.0,72.0,67.0,5.0,24.0,12.5,12.6,0.06944444444444445,0.9305555555555556,37.541666666666664,6.804614520062624,2.6100697927420065,1,소멸위험형,소멸위험형,7.529411764705882,0.0074036387935485825,0.46564885496183206,0.18830576759966072,일반,일반,일반,0,0,0
서울정릉초등학교,서울,성북구,초등학교,공립,특별/광역시,37.61979605,127.0052561,537.0,41.0,40.0,1.0,21.0,13.1,22.6,0.024390243902439025,0.975609756097561,25.571428571428573,6.2878585601617845,3.1612467120315646,1,소멸위험형,소멸위험형,7.876949152542372,0.01283412993450168,0.48854961832061067,0.1636380562278905,일반,일반,일반,0,0,0
서울정목초등학교,서울,양천구,초등학교,공립,특별/광역시,37.53652885,126.8700491,802.0,60.0,58.0,2.0,22.0,13.4,18.9,0.03333333333333333,0.9666666666666667,36.45454545454545,6.688354713946762,2.990719731730447,1,소멸위험형,소멸위험형,8.060100502512562,0.008819386317702061,0.5000000000000001,0.17333333333333334,일반,일반,일반,0,0,0
서울정수초등학교,서울,성북구,초등학교,공립,특별/광역시,37.60377489,127.0077189,218.0,28.0,26.0,2.0,15.0,7.8,55.0,0.07142857142857142,0.9285714285714286,14.533333333333333,5.389071729816501,4.02535169073515,2,일반형,일반형,4.687142857142857,0.019524484333175877,0.2862595419847328,0.13587786259541984,일반,일반,일반,0,0,0
서울정심초등학교,서울,금천구,초등학교,공립,특별/광역시,37.47199405,126.9082144,277.0,32.0,29.0,3.0,19.0,8.7,55.3,0.09375,0.90625,14.578947368421053,5.627621113690637,4.030694535145645,3,초과밀형,과밀형,5.227104795737122,0.016950076302594288,0.32061068702290074,0.1618082061068702,일반,일반,일반,0,0,0
서울정화고등학교,서울,동대문구,고등학교,사립,특별/광역시,37.58604864,127.0410703,234.0,38.0,21.0,17.0,12.0,6.2,27.8,0.4473684210526316,0.5526315789473685,19.5,5.459585514144159,3.3603753871419,2,일반형,일반형,3.7338888888888886,0.014948172394980905,0.2251908396946565,0.38071514664523903,일반,일반,일반,0,0,0
서울조원초등학교,서울,관악구,초등학교,공립,특별/광역시,37.48417783,126.909581,425.0,37.0,34.0,3.0,16.0,11.5,11.1,0.08108108108108109,0.918918918918919,26.5625,6.054439346269371,2.4932054526026954,3,초과밀형,과밀형,6.933057851239669,0.014331603657029898,0.42748091603053434,0.18500103156591705,일반,일반,일반,0,0,0
서울종암초등학교,서울,동대문구,초등학교,공립,특별/광역시,37.58230741,127.0318564,488.0,47.0,46.0,1.0,17.0,10.4,33.7,0.02127659574468085,0.9787234042553191,28.705882352941178,6.192362489474872,3.5467396869528134,3,초과밀형,과밀형,6.251527377521614,0.011439161554192228,0.3854961832061069,0.13054247198310867,일반,일반,일반,0,0,0
서울중계초등학교,서울,노원구,초등학교,공립,특별/광역시,37.65784243,127.0733117,812.0,57.0,54.0,3.0,22.0,14.2,13.7,0.05263157894736842,0.9473684210526315,36.90909090909091,6.70073110954781,2.6878474937846906,1,소멸위험형,소멸위험형,8.54721088435374,0.009235695805233915,0.5305343511450382,0.19600241060666937,일반,일반,일반,0,0,0
서울중곡초등학교,서울,중랑구,초등학교,공립,특별/광역시,37.57489173,127.083439,756.0,61.0,60.0,1.0,26.0,12.4,24.3,0.01639344262295082,0.9836065573770492,29.076923076923077,6.6293632534374485,3.2308043957334744,1,소멸위험형,소멸위험형,7.455810276679841,0.008725018110538203,0.4618320610687023,0.15002502815667626,일반,일반,일반,0,0,0
서울중광초등학교,서울,광진구,초등학교,공립,특별/광역시,37.56524214,127.082693,242.0,25.0,21.0,4.0,19.0,9.7,23.2,0.16,0.84,12.736842105263158,5.493061443340548,3.186352633162641,3,초과밀형,과밀형,5.8365289256198345,0.021288382399493513,0.35877862595419846,0.21963358778625952,일반,일반,일반,0,0,0
서울중대초등학교,서울,송파구,초등학교,공립,특별/광역시,37.4998119,127.1136055,996.0,72.0,69.0,3.0,24.0,13.8,18.7,0.041666666666666664,0.9583333333333334,41.5,6.904750769961838,2.9806186357439426,1,소멸위험형,소멸위험형,8.300304568527919,0.0073508195820337725,0.5152671755725191,0.1837468193384224,일반,일반,일반,0,0,0
서울중동초등학교,서울,마포구,초등학교,공립,특별/광역시,37.56641061,126.9117752,443.0,34.0,34.0,0.0,20.0,13.0,23.1,0.0,1.0,22.15,6.095824562432225,3.1822118404966093,3,초과밀형,과밀형,7.816597510373444,0.015411840411840412,0.4847328244274809,0.14541984732824426,일반,일반,일반,0,0,0
서울중랑초등학교,서울,중랑구,초등학교,공립,특별/광역시,37.58966282,127.0755035,615.0,47.0,47.0,0.0,21.0,13.1,17.7,0.0,1.0,29.285714285714285,6.423246963533519,2.928523523860541,1,소멸위험형,소멸위험형,7.88139037433155,0.011228354978354978,0.48854961832061067,0.14656488549618318,일반,일반,일반,0,0,0
서울중마초등학교,서울,광진구,초등학교,공립,특별/광역시,37.56579084,127.0790239,322.0,32.0,30.0,2.0,15.0,10.1,26.5,0.0625,0.9375,21.466666666666665,5.777652323222656,3.3141860046725258,3,초과밀형,과밀형,6.074545454545454,0.016699502767614224,0.3740458015267175,0.15596374045801525,일반,일반,일반,0,0,0
서울중목초등학교,서울,중랑구,초등학교,공립,특별/광역시,37.59008735,127.0793361,390.0,33.0,29.0,4.0,18.0,11.8,21.8,0.12121212121212122,0.8787878787878788,21.666666666666668,5.968707559985366,3.126760535960395,3,초과밀형,과밀형,7.0975438596491225,0.0159846547314578,0.4389312977099237,0.21652787416146194,일반,일반,일반,0,0,0
서울중원초등학교,서울,노원구,초등학교,공립,특별/광역시,37.64398229,127.0627832,367.0,30.0,29.0,1.0,18.0,12.2,32.7,0.03333333333333333,0.9666666666666667,20.38888888888889,5.908082938168931,3.517497837358316,3,초과밀형,과밀형,7.33186943620178,0.017487727910238428,0.4541984732824427,0.15959287531806615,일반,일반,일반,0,0,0
서울중평초등학교,서울,노원구,초등학교,공립,특별/광역시,37.63753357,127.0639651,1278.0,82.0,78.0,4.0,29.0,15.6,9.2,0.04878048780487805,0.9512195121951219,44.06896551724138,7.153833801578843,2.322387720290225,1,소멸위험형,소멸위험형,9.399215686274509,0.006415026799928408,0.583969465648855,0.20933718115807112,일반,일반,일반,0,0,0
서울중현초등학교,서울,노원구,초등학교,공립,특별/광역시,37.63251462,127.0659521,118.0,21.0,18.0,3.0,16.0,5.6,101.5,0.14285714285714285,0.8571428571428571,7.375,4.77912349311153,4.629862798578463,2,일반형,일반형,3.36390243902439,0.026928953399541634,0.20229007633587787,0.16068702290076337,일반,일반,일반,0,0,0
서울중화초등학교,서울,중랑구,초등학교,공립,특별/광역시,37.60292163,127.094065,1037.0,71.0,67.0,4.0,24.0,14.6,13.8,0.056338028169014086,0.9436619718309859,43.208333333333336,6.945051063725834,2.6946271807700692,1,소멸위험형,소멸위험형,8.787027027027026,0.007426140012845215,0.5458015267175573,0.20317707773357704,일반,일반,일반,0,0,0
서울중흥초등학교,서울,중랑구,초등학교,공립,특별/광역시,37.60167188,127.0841422,227.0,25.0,24.0,1.0,18.0,9.1,33.4,0.04,0.96,12.61111111111111,5.429345628954441,3.5380565643793527,3,초과밀형,과밀형,5.471627906976744,0.021423751686909583,0.33587786259541985,0.12876335877862594,일반,일반,일반,0,0,0
서울증산초등학교,서울,은평구,초등학교,공립,특별/광역시,37.58256527,126.9042764,690.0,51.0,49.0,2.0,18.0,13.5,16.3,0.0392156862745098,0.9607843137254902,38.333333333333336,6.53813982376767,2.8507065015037334,1,소멸위험형,소멸위험형,8.123121387283236,0.010338973616831794,0.5038167938931298,0.1785960185600958,일반,일반,일반,0,0,0
서울지향초등학교,서울,양천구,초등학교,공립,특별/광역시,37.51283768,126.8370238,586.0,44.0,42.0,2.0,19.0,13.3,16.7,0.045454545454545456,0.9545454545454546,30.842105263157894,6.375024819828097,2.8735646395797834,1,소멸위험형,소멸위험형,8.002598870056497,0.011962899867499528,0.4961832061068702,0.1806731436502429,일반,일반,일반,0,0,0
서울진관초등학교,서울,은평구,초등학교,공립,특별/광역시,37.64543483,126.9292124,700.0,56.0,53.0,3.0,24.0,12.5,16.4,0.05357142857142857,0.9464285714285714,29.166666666666668,6.55250788703459,2.856470206220483,1,소멸위험형,소멸위험형,7.522988505747127,0.009485196586330305,0.46564885496183206,0.17719465648854962,일반,일반,일반,0,0,0
서울창경초등학교,서울,도봉구,초등학교,공립,특별/광역시,37.65660218,127.0346025,799.0,53.0,51.0,2.0,23.0,15.1,16.3,0.03773584905660377,0.9622641509433962,34.73913043478261,6.684611727667927,2.8507065015037334,1,소멸위험형,소멸위험형,9.083121387283235,0.00988425925925926,0.5648854961832062,0.19588074319458448,일반,일반,일반,0,0,0
서울창도초등학교,서울,도봉구,초등학교,공립,특별/광역시,37.66413487,127.048784,695.0,49.0,48.0,1.0,20.0,14.2,20.5,0.02040816326530612,0.9795918367346939,34.75,6.54534966033442,3.068052935133617,1,소멸위험형,소멸위험형,8.53860465116279,0.010718390804597702,0.5305343511450382,0.17344601962922576,일반,일반,일반,0,0,0
