학교명,시도,행정구,학교급,설립,지역규모,위도,경도,학생수,교원수,정규교원수,기간제교원수,직원수,교원1인당학생수,학생1인당교지면적,기간제비율,정규교원비율,직원당학생수,학생수_log,교지면적_log,cluster,cluster_type,최종유형,과밀score,소멸score,교원밀도_norm,기간제score,과밀등급,소멸등급,기간제등급,과밀target,소멸target,기간제target
동광중학교,경기,성남시,중학교,사립,시,37.43463362,127.1434964,204.0,25.0,14.0,11.0,6.0,8.2,34.3,0.44,0.56,34.0,5.3230099791384085,3.563882963939251,3,초과밀형,과밀형,4.931331444759206,0.021669793621013133,0.30152671755725186,0.39845801526717556,일반,일반,TOP5,0,0,1
동구중학교,경기,구리시,중학교,공립,시,37.61261522,127.1350602,729.0,59.0,48.0,11.0,14.0,12.4,21.0,0.1864406779661017,0.8135593220338984,52.07142857142857,6.593044534142437,3.091042453358316,1,소멸위험형,소멸위험형,7.458181818181818,0.009018264840182649,0.4618320610687023,0.2690580928968819,일반,일반,일반,0,0,0
동구초등학교,경기,구리시,초등학교,공립,시,37.60917318,127.1415867,321.0,29.0,23.0,6.0,16.0,11.1,34.1,0.20689655172413793,0.7931034482758621,20.0625,5.7745515455444085,3.55820113047182,3,초과밀형,과밀형,6.671396011396011,0.018219461697722567,0.41221374045801523,0.2684917083443011,일반,일반,일반,0,0,0
동국대학교사범대학부속영석고등학교,경기,의정부시,고등학교,사립,시,37.73587133,127.0749104,785.0,69.0,51.0,18.0,14.0,11.4,49.1,0.2608695652173913,0.7391304347826086,56.07142857142857,6.666956792429207,3.914021008090819,3,초과밀형,과밀형,6.847984031936128,0.007778989458378771,0.42366412213740456,0.3097079322933952,일반,일반,일반,0,0,0
동남고등학교,경기,포천시,고등학교,사립,읍지역,37.82695298,127.1356234,669.0,65.0,50.0,15.0,7.0,10.3,56.1,0.23076923076923078,0.7692307692307693,95.57142857142857,6.507277712385012,4.044804116661965,3,초과밀형,과밀형,6.187005253940456,0.008322026232473995,0.3816793893129771,0.2760422783323547,일반,일반,일반,0,0,0
동남중학교,경기,포천시,중학교,사립,읍지역,37.82695298,127.1356234,364.0,30.0,18.0,12.0,2.0,12.1,25.2,0.4,0.6,182.0,5.8998973535824915,3.265759410767051,3,초과밀형,과밀형,7.275267175572519,0.017498895271763147,0.45038167938931295,0.4151145038167938,일반,일반,TOP5,0,0,1
동두천고등학교,경기,동두천시,고등학교,사립,시,37.90471471,127.0592539,389.0,37.0,20.0,17.0,12.0,10.5,45.9,0.4594594594594595,0.5405405405405406,32.416666666666664,5.966146739123692,3.8480176754522337,3,초과밀형,과밀형,6.308528784648187,0.014439946018893387,0.3893129770992366,0.4384155147513926,일반,일반,TOP3,0,0,1
동두천송내초등학교,경기,동두천시,초등학교,공립,시,37.88614275,127.0525334,320.0,25.0,22.0,3.0,12.0,12.8,40.3,0.12,0.88,26.666666666666668,5.771441123130016,3.720862499966987,3,초과밀형,과밀형,7.689685230024213,0.020788401629523126,0.4770992366412214,0.2271297709923664,일반,일반,일반,0,0,0
동두천신천초등학교,경기,동두천시,초등학교,공립,시,37.89425934,127.047758,549.0,43.0,36.0,7.0,19.0,12.8,22.0,0.16279069767441862,0.8372093023255814,28.894736842105264,6.309918278226516,3.1354942159291497,1,소멸위험형,소멸위험형,7.697391304347826,0.012272727272727274,0.4770992366412214,0.2570832593644594,일반,일반,일반,0,0,0
동두천여자중학교,경기,동두천시,중학교,사립,시,37.90667068,127.0608065,323.0,32.0,15.0,17.0,3.0,10.1,23.4,0.53125,0.46875,107.66666666666667,5.780743515792329,3.1945831322991562,3,초과밀형,과밀형,6.07639344262295,0.01669472502805836,0.3740458015267175,0.4840887404580152,일반,일반,TOP3,0,0,1
동두천외국어고등학교,경기,동두천시,고등학교,공립,시,37.89280911,127.0630227,495.0,59.0,52.0,7.0,36.0,8.4,45.4,0.11864406779661017,0.8813559322033898,13.75,6.206575926724928,3.8372994592322094,3,초과밀형,과밀형,5.048620689655173,0.009341397849462366,0.30916030534351147,0.17579893906068056,일반,일반,일반,0,0,0
동두천중앙고등학교,경기,동두천시,고등학교,공립,시,37.89165104,127.0581024,478.0,54.0,40.0,14.0,17.0,8.9,53.1,0.25925925925925924,0.7407407407407407,28.11764705882353,6.171700597410915,3.9908341858524357,3,초과밀형,과밀형,5.347393715341959,0.010134750427026001,0.3282442748091603,0.2799547639242296,일반,일반,일반,0,0,0
동두천중학교,경기,동두천시,중학교,사립,시,37.90471471,127.0592539,267.0,26.0,16.0,10.0,4.0,10.3,66.8,0.38461538461538464,0.6153846153846154,66.75,5.5909869805108565,4.216562194946349,3,초과밀형,과밀형,6.18589970501475,0.02038419016030956,0.3816793893129771,0.38373458602466237,일반,일반,일반,0,0,0
동두천초등학교,경기,동두천시,초등학교,공립,시,37.90840304,127.0598828,226.0,24.0,22.0,2.0,14.0,9.4,108.0,0.08333333333333333,0.9166666666666666,16.142857142857142,5.424950017481403,4.6913478822291435,2,일반형,일반형,5.643669724770642,0.022202643171806168,0.3473282442748092,0.16253180661577607,일반,일반,일반,0,0,0
동막초등학교,경기,용인시,초등학교,공립,시,37.28608046,127.1555391,628.0,45.0,40.0,5.0,17.0,14.0,19.9,0.1111111111111111,0.8888888888888888,36.94117647058823,6.444131256700441,3.039749158970765,1,소멸위험형,소멸위험형,8.419138755980862,0.011664477777009746,0.5229007633587787,0.23464800678541137,일반,일반,일반,0,0,0
동백고등학교,경기,용인시,고등학교,공립,시,37.28335075,127.1584727,940.0,69.0,59.0,10.0,25.0,13.6,6.4,0.14492753623188406,0.855072463768116,37.6,6.846943139585379,2.0014800002101243,1,소멸위험형,소멸위험형,8.214054054054055,0.007674206770912403,0.5076335877862596,0.25373935169819667,일반,일반,일반,0,0,0
동백중학교,경기,용인시,중학교,공립,시,37.28558222,127.1589105,1199.0,80.0,68.0,12.0,24.0,15.0,9.6,0.15,0.85,49.958333333333336,7.090076835776092,2.3608540011180215,1,소멸위험형,소멸위험형,9.037735849056604,0.006589506172839506,0.5610687022900764,0.2733206106870229,일반,일반,일반,0,0,0
동백초등학교,경기,용인시,초등학교,공립,시,37.28055206,127.1563675,1118.0,70.0,57.0,13.0,24.0,16.0,11.2,0.18571428571428572,0.8142857142857143,46.583333333333336,7.020190708311925,2.501435951739211,1,소멸위험형,소멸위험형,9.6327868852459,0.007489081045702274,0.5992366412213741,0.30977099236641226,일반,일반,일반,0,0,0
동보초등학교,경기,동두천시,초등학교,공립,시,37.92457718,127.0517562,146.0,17.0,12.0,5.0,13.0,8.6,91.0,0.29411764705882354,0.7058823529411765,11.23076923076923,4.990432586778736,4.5217885770490405,2,일반형,일반형,5.1643478260869555,0.031179138321995464,0.31679389312977096,0.30092052088010773,일반,일반,일반,0,0,0
동부중학교,경기,하남시,중학교,공립,시,37.53411789,127.2030918,223.0,28.0,22.0,6.0,10.0,8.0,47.0,0.21428571428571427,0.7857142857142857,22.3,5.4116460518550396,3.871201010907891,2,일반형,일반형,4.808333333333334,0.019473522167487683,0.29389312977099236,0.2381679389312977,일반,일반,일반,0,0,0
동부초등학교,경기,하남시,초등학교,공립,시,37.53748386,127.2021348,535.0,44.0,38.0,6.0,18.0,12.2,26.0,0.13636363636363635,0.8636363636363636,29.72222222222222,6.284134161070802,3.295836866004329,3,초과밀형,과밀형,7.3348148148148145,0.012043946932006633,0.4541984732824427,0.23171408743927824,일반,일반,일반,0,0,0
동삭중학교,경기,평택시,중학교,공립,시,37.01947742,127.1052777,684.0,48.0,33.0,15.0,14.0,14.3,19.0,0.3125,0.6875,48.857142857142854,6.529418838262226,2.995732273553991,1,소멸위험형,소멸위험형,8.6,0.010934008639952331,0.534351145038168,0.3790553435114504,일반,일반,일반,0,0,0
동삭초등학교,경기,평택시,초등학교,공립,시,37.0186092,127.0968585,616.0,45.0,36.0,9.0,18.0,13.7,24.0,0.2,0.8,34.22222222222222,6.424869023905388,3.2188758248682006,1,소멸위험형,소멸위험형,8.235999999999999,0.011679937988866183,0.5114503816793894,0.29343511450381676,일반,일반,일반,0,0,0
동산초등학교,경기,부천시,초등학교,공립,시,37.53145027,126.7851807,343.0,27.0,24.0,3.0,13.0,12.7,43.6,0.1111111111111111,0.8888888888888888,26.384615384615383,5.840641657373398,3.7977338590260183,3,초과밀형,과밀형,7.62896860986547,0.01931063122923588,0.47328244274809156,0.21976251060220525,일반,일반,일반,0,0,0
동성중학교,경기,수원시,중학교,공립,시,37.28470754,127.034961,529.0,42.0,36.0,6.0,12.0,12.6,21.7,0.14285714285714285,0.8571428571428571,44.083333333333336,6.272877006546167,3.122364924487357,3,초과밀형,과밀형,7.577621145374449,0.01257130320315928,0.46946564885496184,0.24083969465648852,일반,일반,일반,0,0,0
동수원중학교,경기,수원시,중학교,공립,시,37.2712924,127.0547216,625.0,52.0,40.0,12.0,14.0,12.0,17.7,0.23076923076923078,0.7692307692307693,44.642857142857146,6.439350371100098,2.928523523860541,1,소멸위험형,소멸위험형,7.22139037433155,0.010232684308879378,0.4465648854961832,0.2955079271873165,일반,일반,일반,0,0,0
동수원초등학교,경기,수원시,초등학교,공립,시,37.26956799,127.0405268,332.0,28.0,25.0,3.0,13.0,11.9,38.1,0.10714285714285714,0.8928571428571429,25.53846153846154,5.808142489980444,3.66612246699132,3,초과밀형,과밀형,7.150230179028132,0.01874288081184633,0.44274809160305345,0.207824427480916,일반,일반,일반,0,0,0
동신초등학교,경기,안성시,초등학교,공립,면지역,37.0122736,127.3047367,149.0,17.0,15.0,2.0,11.0,8.8,71.3,0.11764705882352941,0.8823529411764706,13.545454545454545,5.0106352940962555,4.280824129164719,2,일반형,일반형,5.285532503457815,0.03111111111111111,0.3244274809160306,0.17968118545127976,일반,일반,일반,0,0,0
동안고등학교,경기,안양시,고등학교,공립,시,37.39035669,126.9661064,1055.0,92.0,83.0,9.0,21.0,11.5,15.1,0.09782608695652174,0.9021739130434783,50.23809523809524,6.962243464266207,2.7788192719904172,1,소멸위험형,소멸위험형,6.9248447204968935,0.005849828934506354,0.42748091603053434,0.1967225356787255,일반,일반,일반,0,0,0
동안초등학교,경기,안양시,초등학교,공립,시,37.38951934,126.9649077,435.0,30.0,28.0,2.0,15.0,14.5,26.5,0.06666666666666667,0.9333333333333333,29.0,6.077642243349034,3.3141860046725258,1,소멸위험형,소멸위험형,8.714545454545453,0.017275821248890204,0.5419847328244275,0.20926208651399492,일반,일반,일반,0,0,0
동암중학교,경기,의정부시,중학교,공립,시,37.72156197,127.0586199,695.0,54.0,46.0,8.0,14.0,12.9,18.8,0.14814814814814814,0.8518518518518519,49.642857142857146,6.54534966033442,2.9856819377004897,1,소멸위험형,소멸위험형,7.76020202020202,0.00980929989550679,0.48091603053435117,0.24797851286400904,일반,일반,일반,0,0,0
동암초등학교,경기,의정부시,초등학교,공립,시,37.72314428,127.0542833,761.0,46.0,42.0,4.0,21.0,16.5,13.2,0.08695652173913043,0.9130434782608695,36.23809523809524,6.635946555686647,2.653241964607215,1,소멸위험형,소멸위험형,9.928169014084508,0.01129446585134305,0.6183206106870229,0.24636574842349818,TOP5,일반,일반,1,0,0
동양초등학교,경기,화성시,초등학교,공립,읍지역,37.2066473844,126.8223364637,1000.0,58.0,49.0,9.0,24.0,17.2,13.6,0.15517241379310345,0.8448275862068966,41.666666666666664,6.90875477931522,2.681021528714291,1,소멸위험형,소멸위험형,10.34739726027397,0.00897407677068694,0.6450381679389313,0.3021321400368518,TOP3,일반,일반,1,0,0
동오초등학교,경기,의정부시,초등학교,공립,시,37.74456302,127.0584382,488.0,33.0,29.0,4.0,17.0,14.8,22.5,0.12121212121212122,0.8787878787878788,28.705882352941178,6.192362489474872,3.1570004211501135,1,소멸위험형,소멸위험형,8.897021276595746,0.01572837724046674,0.5534351145038169,0.2508790191996299,일반,일반,일반,0,0,0
동우여자고등학교,경기,수원시,고등학교,사립,시,37.31981901,126.9824035,739.0,62.0,40.0,22.0,6.0,11.9,6.9,0.3548387096774194,0.6451612903225806,123.16666666666667,6.606650186198215,2.066862759472976,1,소멸위험형,소멸위험형,7.190632911392405,0.008612183612183612,0.44274809160305345,0.38121152425510957,일반,일반,일반,0,0,0
동원고등학교,경기,수원시,고등학교,사립,시,37.31981901,126.9824035,782.0,67.0,37.0,30.0,19.0,11.7,15.2,0.44776119402985076,0.5522388059701493,41.1578947368421,6.663132695990803,2.785011242238338,1,소멸위험형,소멸위험형,7.044691358024691,0.007991510780557433,0.43511450381679384,0.4439671869659337,일반,일반,TOP3,0,0,1
동인초등학교,경기,구리시,초등학교,공립,시,37.610931,127.1338757,922.0,64.0,53.0,11.0,25.0,14.4,15.4,0.171875,0.828125,36.88,6.827629234502852,2.797281334830153,1,소멸위험형,소멸위험형,8.664390243902439,0.008234019501625136,0.5381679389312978,0.28176288167938934,일반,일반,일반,0,0,0
동일공업고등학교,경기,평택시,고등학교,사립,시,36.99232581,127.1179833,783.0,73.0,33.0,40.0,16.0,10.7,26.8,0.547945205479452,0.4520547945205479,48.9375,6.664409020350408,3.3250360206965914,3,초과밀형,과밀형,6.434388489208632,0.007394511858797573,0.3969465648854961,0.5026456133012652,일반,일반,TOP3,0,0,1
동천초등학교,경기,용인시,초등학교,공립,시,37.34461156,127.0933932,1126.0,67.0,61.0,6.0,21.0,16.8,20.1,0.08955223880597014,0.9104477611940298,53.61904761904762,7.027314514039777,3.0492730404820207,1,소멸위험형,소멸위험형,10.098957345971565,0.007796596899629417,0.6297709923664123,0.2516178648741028,TOP5,일반,일반,1,0,0
동탄고등학교,경기,화성시,고등학교,공립,시,37.203915795,127.0603836,1117.0,80.0,56.0,24.0,18.0,14.0,12.1,0.3,0.7,62.05555555555556,7.0192966537150445,2.5726122302071057,1,소멸위험형,소멸위험형,8.430534351145038,0.006620066697586077,0.5229007633587787,0.36687022900763355,일반,일반,일반,0,0,0
동탄국제고등학교,경기,화성시,고등학교,공립,시,37.18920635,127.0785038465,583.0,73.0,63.0,10.0,18.0,8.0,45.4,0.136986301369863,0.863013698630137,32.388888888888886,6.369900982828227,3.8372994592322094,3,초과밀형,과밀형,4.808620689655172,0.007612921140318401,0.29389312977099236,0.1840583498902018,일반,일반,일반,0,0,0
동탄목동중학교,경기,화성시,중학교,공립,시,37.18861063,127.1264225,1212.0,74.0,55.0,19.0,20.0,16.4,10.7,0.25675675675675674,0.7432432432432432,60.6,7.10085190894405,2.4595888418037104,1,소멸위험형,소멸위험형,9.874188034188032,0.007078867820829899,0.6145038167938931,0.36408087476789763,TOP5,일반,일반,1,0,0
동탄목동초등학교,경기,화성시,초등학교,공립,시,37.18938961,127.1243164,1533.0,89.0,77.0,12.0,29.0,17.2,7.5,0.1348314606741573,0.8651685393258427,52.86206896551724,7.335633981927201,2.1400661634962708,1,소멸위험형,소멸위험형,10.36705882352941,0.005881500796755034,0.6450381679389313,0.28789347285358946,TOP3,일반,일반,1,0,0
동탄중앙고등학교,경기,화성시,고등학교,공립,시,37.20125793,127.1104241,1056.0,78.0,58.0,20.0,20.0,13.5,12.3,0.2564102564102564,0.7435897435897436,52.8,6.963189985870238,2.5877640352277083,1,소멸위험형,소멸위험형,8.130075187969924,0.006802150820928589,0.5038167938931298,0.3306322176551184,일반,일반,일반,0,0,0
동탄중앙초등학교,경기,화성시,초등학교,공립,시,37.19928404,127.1112669,1524.0,100.0,88.0,12.0,26.0,15.2,5.4,0.12,0.88,58.61538461538461,7.329749689041512,1.8562979903656263,1,소멸위험형,소멸위험형,9.1825,0.0052783639019639665,0.5687022900763359,0.25461068702290074,일반,일반,일반,0,0,0
동탄중학교,경기,화성시,중학교,공립,시,37.19901116,127.1090809,1026.0,70.0,49.0,21.0,15.0,14.7,11.7,0.3,0.7,68.4,6.934397209928558,2.5416019934645457,1,소멸위험형,소멸위험형,8.851496062992124,0.007529108438361425,0.549618320610687,0.3748854961832061,일반,일반,일반,0,0,0
동탄초등학교,경기,화성시,초등학교,공립,시,37.18903472,127.0911507,1114.0,70.0,62.0,8.0,23.0,15.9,11.8,0.11428571428571428,0.8857142857142857,48.43478260869565,7.016609683894219,2.5494451709255714,1,소멸위험형,소멸위험형,9.57125,0.007490684014400303,0.5954198473282444,0.2586259541984733,일반,일반,일반,0,0,0
동패고등학교,경기,파주시,고등학교,공립,시,37.71123986,126.7344265,1242.0,84.0,79.0,5.0,23.0,14.8,11.3,0.05952380952380952,0.9404761904761905,54.0,7.1252830915107115,2.509599262378372,1,소멸위험형,소멸위험형,8.912520325203253,0.0062846055558184654,0.5534351145038169,0.20769720101781172,일반,일반,일반,0,0,0
동패중학교,경기,파주시,중학교,공립,시,37.70857005,126.7359559,1069.0,68.0,55.0,13.0,19.0,15.7,15.6,0.19117647058823528,0.8088235294117647,56.26315789473684,6.975413927455952,2.8094026953624978,1,소멸위험형,소멸위험형,9.444096385542169,0.007713666531220372,0.5877862595419847,0.3101594072743601,일반,일반,일반,0,0,0
동패초등학교,경기,파주시,초등학교,공립,시,37.7124276,126.7344903,1658.0,90.0,83.0,7.0,35.0,18.4,7.7,0.07777777777777778,0.9222222222222223,47.371428571428574,7.413970290190444,2.163323025660538,1,소멸위험형,소멸위험형,11.085977011494252,0.005795891871841239,0.6908396946564885,0.261696352841391,TOP3,일반,일반,1,0,0
동학중학교,경기,화성시,중학교,공립,시,37.23298711,127.0579306964,647.0,47.0,36.0,11.0,17.0,13.8,18.6,0.23404255319148937,0.7659574468085106,38.05882352941177,6.473890696352274,2.975529566236472,1,소멸위험형,소멸위험형,8.300408163265306,0.011188271604938271,0.5152671755725191,0.31840993990579824,일반,일반,일반,0,0,0
동학초등학교,경기,화성시,초등학교,공립,시,37.23308253,127.0594727,623.0,42.0,42.0,0.0,20.0,14.8,24.1,0.0,1.0,31.15,6.436150368369428,3.2228678461377385,1,소멸위험형,소멸위험형,8.89593625498008,0.012429189028026238,0.5534351145038169,0.16603053435114506,일반,일반,일반,0,0,0
동화고등학교,경기,남양주시,고등학교,사립,시,37.60793099,127.1619037,1375.0,101.0,70.0,31.0,19.0,13.6,17.3,0.3069306930693069,0.693069306930693,72.36842105263158,7.226936018493289,2.9069010598473755,1,소멸위험형,소멸위험형,8.181857923497267,0.005265332877336981,0.5076335877862596,0.3671415614843927,일반,일반,일반,0,0,0
동화중학교,경기,남양주시,중학교,사립,시,37.60793099,127.1619037,576.0,40.0,29.0,11.0,7.0,14.4,20.7,0.275,0.725,82.28571428571429,6.3578422665081,3.077312260546414,1,소멸위험형,소멸위험형,8.658433179723502,0.013061673077735977,0.5381679389312978,0.3539503816793893,일반,일반,일반,0,0,0
동화초등학교,경기,화성시,초등학교,공립,읍지역,37.21532013,126.9613628,629.0,44.0,39.0,5.0,19.0,14.3,18.7,0.11363636363636363,0.8863636363636364,33.10526315789474,6.4457198193855785,2.9806186357439426,1,소멸위험형,소멸위험형,8.60030456852792,0.011904761904761906,0.534351145038168,0.23985079805690496,일반,일반,일반,0,0,0
두레자연고등학교,경기,화성시,고등학교,사립,읍지역,37.0592118064,126.7953038209,119.0,21.0,13.0,8.0,14.0,5.7,41.0,0.38095238095238093,0.6190476190476191,8.5,4.787491742782046,3.7376696182833684,2,일반형,일반형,3.4295238095238094,0.026893939393939394,0.20610687022900764,0.3284987277353689,일반,일반,일반,0,0,0
두레자연중학교,경기,화성시,중학교,사립,읍지역,37.0592118064,126.7953038209,60.0,13.0,9.0,4.0,5.0,4.6,6.0,0.3076923076923077,0.6923076923076923,12.0,4.110873864173311,1.9459101490553132,2,일반형,일반형,2.8171428571428567,0.043911007025761124,0.16412213740458015,0.26462125660598945,일반,일반,일반,0,0,0
두원공업고등학교,경기,안성시,고등학교,사립,면지역,36.99677795,127.2417999,538.0,59.0,44.0,15.0,11.0,9.1,66.5,0.2542372881355932,0.7457627118644068,48.90909090909091,6.289715570908998,4.212127597878484,3,초과밀형,과밀형,5.465925925925926,0.009260977118119976,0.33587786259541985,0.2787294604735412,일반,일반,일반,0,0,0
두일중학교,경기,파주시,중학교,공립,시,37.71998297,126.712557,574.0,46.0,37.0,9.0,16.0,12.5,25.8,0.1956521739130435,0.8043478260869565,35.875,6.354370040797351,3.288401887516811,3,초과밀형,과밀형,7.514925373134329,0.011507863089731729,0.46564885496183206,0.27665117822768004,일반,일반,일반,0,0,0
두일초등학교,경기,파주시,초등학교,공립,시,37.72010113,126.7136092,669.0,41.0,36.0,5.0,21.0,16.3,19.8,0.12195121951219512,0.8780487804878049,31.857142857142858,6.507277712385012,3.0349529867072724,1,소멸위험형,소멸위험형,9.79923076923077,0.012651030561478323,0.6106870229007635,0.26857196052876564,TOP5,일반,일반,1,0,0
두창초등학교,경기,용인시,초등학교,공립,면지역,37.15834601,127.342837,40.0,11.0,9.0,2.0,7.0,3.6,289.2,0.18181818181818182,0.8181818181818182,5.714285714285714,3.713572066704308,5.670570340450087,0,도심밀집형,과밀형,2.1613783597518954,0.05386178861788618,0.12595419847328246,0.16505898681471198,일반,일반,일반,0,0,0
둔대초등학교,경기,군포시,초등학교,공립,시,37.32663436,126.9109116,135.0,20.0,17.0,3.0,9.0,6.8,81.3,0.15,0.85,15.0,4.912654885736052,4.410371107683024,2,일반형,일반형,4.084860267314703,0.027485994397759103,0.2480916030534351,0.17942748091603053,일반,일반,일반,0,0,0
둔전제일초등학교,경기,용인시,초등학교,공립,읍지역,37.27402249,127.2191252,429.0,32.0,28.0,4.0,16.0,13.4,25.8,0.125,0.875,26.8125,6.063785208687608,3.288401887516811,3,초과밀형,과밀형,8.054925373134328,0.01631430584918957,0.5000000000000001,0.23750000000000002,일반,일반,일반,0,0,0
둔전초등학교,경기,군포시,초등학교,공립,시,37.36148222,126.9243647,622.0,42.0,37.0,5.0,20.0,14.8,19.2,0.11904761904761904,0.8809523809523809,31.1,6.434546518787453,3.005682604407159,1,소멸위험형,소멸위험형,8.89980198019802,0.01243047519504274,0.5534351145038169,0.24936386768447838,일반,일반,일반,0,0,0
라온고등학교,경기,평택시,고등학교,사립,시,37.06940562,127.0669522,614.0,46.0,27.0,19.0,11.0,13.3,34.5,0.41304347826086957,0.5869565217391305,55.81818181818182,6.421622267806518,3.56953269648137,3,초과밀형,과밀형,7.991267605633803,0.011451306002421726,0.4961832061068702,0.43798539661466973,일반,일반,TOP3,0,0,1
라온중학교,경기,평택시,중학교,사립,시,37.069442,127.0669522,521.0,38.0,26.0,12.0,6.0,13.7,40.7,0.3157894736842105,0.6842105263157895,86.83333333333333,6.257667587882639,3.730501128804756,3,초과밀형,과밀형,8.229592326139088,0.013778367226643088,0.5114503816793894,0.37448774608276414,일반,일반,일반,0,0,0
마도초등학교,경기,화성시,초등학교,공립,면지역,37.2038781301,126.7732784943,93.0,12.0,11.0,1.0,10.0,7.8,106.3,0.08333333333333333,0.9166666666666666,9.3,4.543294782270004,4.675628649636653,2,일반형,일반형,4.683727865796831,0.04378068739770868,0.2862595419847328,0.14421119592875317,일반,일반,일반,0,0,0
마북초등학교,경기,용인시,초등학교,공립,시,37.30281997,127.1100435,569.0,45.0,36.0,9.0,18.0,12.6,25.4,0.2,0.8,31.61111111111111,6.345636360828596,3.2733640101522705,3,초과밀형,과밀형,7.575151515151515,0.011746758199847444,0.46946564885496184,0.2808396946564885,일반,일반,일반,0,0,0
마산초등학교,경기,화성시,초등학교,공립,면지역,37.2315045086,126.6926189991,39.0,14.0,12.0,2.0,9.0,2.8,419.5,0.14285714285714285,0.8571428571428571,4.333333333333333,3.6888794541139363,6.041444479413003,0,도심밀집형,과밀형,1.6809512485136742,0.04583333333333334,0.09541984732824427,0.12862595419847328,일반,일반,일반,0,0,0
마석고등학교,경기,남양주시,고등학교,공립,읍지역,37.64380715,127.2993146,1054.0,78.0,65.0,13.0,20.0,13.5,15.3,0.16666666666666666,0.8333333333333334,52.7,6.961296045910167,2.791165107812717,1,소멸위험형,소멸위험형,8.124539877300613,0.006803047573339732,0.5038167938931298,0.2678117048346056,일반,일반,일반,0,0,0
마석중학교,경기,남양주시,중학교,공립,읍지역,37.64848795,127.3047481,940.0,65.0,49.0,16.0,17.0,14.5,11.7,0.24615384615384617,0.7538461538461538,55.294117647058826,6.846943139585379,2.5416019934645457,1,소멸위험형,소멸위험형,8.731496062992125,0.008107107203812837,0.5419847328244275,0.33490311215502055,일반,일반,일반,0,0,0
마석초등학교,경기,남양주시,초등학교,공립,읍지역,37.64953342,127.3050515,633.0,45.0,41.0,4.0,19.0,14.1,24.9,0.08888888888888889,0.9111111111111111,33.31578947368421,6.452048954437226,3.254242968705492,1,소멸위험형,소멸위험형,8.475444015444015,0.011658208750514333,0.5267175572519084,0.22023748939779475,일반,일반,일반,0,0,0
마성초등학교,경기,용인시,초등학교,공립,시,37.29743042,127.1131933,159.0,21.0,16.0,5.0,8.0,7.6,89.0,0.23809523809523808,0.7619047619047619,19.875,5.075173815233827,4.499809670330265,2,일반형,일반형,4.564444444444444,0.025852272727272727,0.27862595419847325,0.2502544529262086,일반,일반,일반,0,0,0
마송고등학교,경기,김포시,고등학교,공립,읍지역,37.68722438,126.5936896,560.0,56.0,48.0,8.0,12.0,10.0,20.5,0.14285714285714285,0.8571428571428571,46.666666666666664,6.329720905522696,3.068052935133617,3,초과밀형,과밀형,6.018604651162791,0.009663195421709353,0.3702290076335878,0.21106870229007632,일반,일반,일반,0,0,0
마송중앙초등학교,경기,김포시,초등학교,공립,읍지역,37.68935513,126.5936743,526.0,39.0,31.0,8.0,14.0,13.5,22.8,0.20512820512820512,0.7948717948717948,37.57142857142857,6.267200548541362,3.169685580677429,1,소멸위험형,소멸위험형,8.116806722689075,0.01344876660341556,0.5038167938931298,0.29473478175768253,일반,일반,일반,0,0,0
마송초등학교,경기,김포시,초등학교,공립,읍지역,37.68442672,126.6063034,289.0,20.0,18.0,2.0,13.0,14.5,42.0,0.1,0.9,22.23076923076923,5.66988092298052,3.7612001156935624,3,초과밀형,과밀형,8.709302325581394,0.02553366174055829,0.5419847328244275,0.23259541984732823,일반,일반,일반,0,0,0
마장고등학교,경기,이천시,고등학교,공립,면지역,37.25812644,127.3512887,219.0,33.0,25.0,8.0,10.0,6.6,162.5,0.24242424242424243,0.7575757575757576,21.9,5.393627546352362,5.096812990337308,2,일반형,일반형,3.9624464831804276,0.01697860962566845,0.24045801526717556,0.24183437427712234,일반,일반,일반,0,0,0
마장중학교,경기,이천시,중학교,공립,면지역,37.24714795,127.3581602,349.0,31.0,23.0,8.0,10.0,11.3,83.0,0.25806451612903225,0.7419354838709677,34.9,5.857933154483459,4.430816798843313,3,초과밀형,과밀형,6.784761904761905,0.01705357142857143,0.41984732824427484,0.30659935976360503,일반,일반,일반,0,0,0
마장초등학교,경기,이천시,초등학교,공립,면지역,37.25357602,127.3559125,876.0,57.0,51.0,6.0,19.0,15.4,12.4,0.10526315789473684,0.8947368421052632,46.10526315789474,6.776506992372183,2.5952547069568657,1,소멸위험형,소멸위험형,9.269850746268657,0.009190815082766484,0.5763358778625954,0.24658497388509443,일반,일반,일반,0,0,0
마전초등학교,경기,안성시,초등학교,공립,면지역,37.03070745,127.3413202,41.0,10.0,9.0,1.0,9.0,4.1,347.0,0.1,0.9,4.555555555555555,3.7376696182833684,5.8522024797744745,0,도심밀집형,과밀형,2.461149425287356,0.05735930735930736,0.1450381679389313,0.11351145038167937,일반,일반,일반,0,0,0
마정초등학교,경기,파주시,초등학교,공립,특수지역,37.892258,126.7600994,67.0,12.0,10.0,2.0,11.0,5.6,185.6,0.16666666666666666,0.8333333333333334,6.090909090909091,4.219507705176107,5.228967288413243,2,일반형,일반형,3.362143622722401,0.045814479638009054,0.20229007633587787,0.17735368956743003,일반,일반,일반,0,0,0
